ICD,num_pts_last_visit,if_last_then_num_pts_prev_visits,if_last_then_num_seq_prev_visits,SHORT_TITLE,LONG_TITLE
ICD_4359,11,0,0,Trans cereb ischemia NOS,Unspecified transient cerebral ischemia
ICD_59080,11,0,0,Pyelonephritis NOS,"Pyelonephritis, unspecified"
ICD_04184,11,0,0,Other anaerobes,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes"
ICD_29562,11,5,5,Schizophr dis resid-chr,"Schizophrenic disorders, residual type, chronic"
ICD_7243,11,3,3,Sciatica,Sciatica
ICD_V854,11,3,3,,
ICD_41412,11,0,0,Dissection cor artery,Dissection of coronary artery
ICD_4558,11,1,1,Hemrrhoid NOS w comp NEC,Unspecified hemorrhoids with other complication
ICD_6989,11,0,0,Pruritic disorder NOS,Unspecified pruritic disorder
ICD_29689,11,2,3,Bipolar disorder NEC,Other bipolar disorders
ICD_30561,11,2,3,Cocaine abuse-continuous,"Cocaine abuse, continuous"
ICD_2888,11,0,0,Wbc disease NEC,Other specified disease of white blood cells
ICD_4372,11,0,0,Hypertens encephalopathy,Hypertensive encephalopathy
ICD_53541,11,0,0,Oth spf gastrt w hmrhg,"Other specified gastritis, with hemorrhage"
ICD_4582,11,1,1,,
ICD_3968,11,4,5,Mitr/aortic mult involv,Multiple involvement of mitral and aortic valves
ICD_4464,11,7,19,Wegener's granulomatosis,Wegener's granulomatosis
ICD_7211,11,0,0,Cerv spondyl w myelopath,Cervical spondylosis with myelopathy
ICD_9950,11,1,1,Other anaphylactic react,Other anaphylactic reaction
ICD_47874,11,2,2,Stenosis of larynx,Stenosis of larynx
ICD_72293,11,2,2,Disc dis NEC/NOS-lumbar,"Other and unspecified disc disorder, lumbar region"
ICD_E9361,11,1,2,Adv eff hydantoin deriv,Hydantoin derivatives causing adverse effects in therapeutic use
ICD_77981,11,1,1,Neonatal bradycardia,Neonatal bradycardia
ICD_5130,11,1,1,Abscess of lung,Abscess of lung
ICD_72210,11,2,5,Lumbar disc displacement,Displacement of lumbar intervertebral disc without myelopathy
ICD_04102,11,0,0,Streptococcus group b,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B"
ICD_58281,11,7,34,Chr nephritis in oth dis,Chronic glomerulonephritis in diseases classified elsewhere
ICD_5932,11,0,0,"Cyst of kidney, acquired","Cyst of kidney, acquired"
ICD_8020,11,3,3,Nasal bone fx-closed,Closed fracture of nasal bones
ICD_5370,11,0,0,Acq pyloric stenosis,Acquired hypertrophic pyloric stenosis
ICD_769,11,8,8,Respiratory distress syn,Respiratory distress syndrome in newborn
ICD_72190,11,3,3,Spondylos NOS w/o myelop,"Spondylosis of unspecified site, without mention of myelopathy"
ICD_1121,11,1,1,Candidal vulvovaginitis,Candidiasis of vulva and vagina
ICD_2740,11,4,7,,
ICD_78729,10,1,1,Dysphagia NEC,Other dysphagia
ICD_4169,10,2,2,Chr pulmon heart dis NOS,"Chronic pulmonary heart disease, unspecified"
ICD_44481,10,0,0,Iliac artery embolism,Embolism and thrombosis of iliac artery
ICD_24200,10,1,20,Tox dif goiter no crisis,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
ICD_78603,10,0,0,Apnea,Apnea
ICD_71595,10,1,1,Osteoarthros NOS-pelvis,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh"
ICD_2858,10,0,0,Anemia NEC,Other specified anemias
ICD_30520,10,1,1,Cannabis abuse-unspec,"Cannabis abuse, unspecified"
ICD_53200,10,1,1,Ac duodenal ulcer w hem,"Acute duodenal ulcer with hemorrhage, without mention of obstruction"
ICD_V071,10,2,7,Desensitiza to allergens,Need for desensitization to allergens
ICD_73382,10,0,0,Nonunion of fracture,Nonunion of fracture
ICD_99601,10,2,2,Malfunc cardiac pacemake,Mechanical complication due to cardiac pacemaker (electrode)
ICD_25083,10,2,6,DMI oth uncntrld,"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled"
ICD_2939,10,0,0,Transient mental dis NOS,Unspecified transient mental disorder in conditions classified elsewhere
ICD_3003,10,4,8,Obsessive-compulsive dis,Obsessive-compulsive disorders
ICD_7804,10,1,1,Dizziness and giddiness,Dizziness and giddiness
ICD_78909,10,0,0,Abdmnal pain oth spcf st,"Abdominal pain, other specified site"
ICD_79431,10,0,0,Abnorm electrocardiogram,Nonspecific abnormal electrocardiogram [ECG] [EKG]
ICD_44421,10,0,0,Upper extremity embolism,Arterial embolism and thrombosis of upper extremity
ICD_33819,10,0,0,Acute pain NEC,Other acute pain
ICD_42769,10,1,1,Premature beats NEC,Other premature beats
ICD_56989,10,0,0,Intestinal disorders NEC,Other specified disorders of intestine
ICD_76518,10,10,10,Preterm NEC 2000-2499g,"Other preterm infants, 2,000-2,499 grams"
ICD_4476,10,3,5,Arteritis NOS,"Arteritis, unspecified"
ICD_60784,10,4,4,"Impotence, organic orign",Impotence of organic origin
ICD_1551,10,4,5,Mal neo intrahepat ducts,Malignant neoplasm of intrahepatic bile ducts
ICD_1975,10,3,3,Sec malig neo lg bowel,Secondary malignant neoplasm of large intestine and rectum
ICD_29690,10,1,1,Episodic mood disord NOS,Unspecified episodic mood disorder
ICD_7991,10,0,0,Respiratory arrest,Respiratory arrest
ICD_2825,9,8,16,Sickle-cell trait,Sickle-cell trait
ICD_5602,9,1,1,Volvulus of intestine,Volvulus
ICD_7862,9,0,0,Cough,Cough
ICD_72886,9,0,0,Necrotizing fasciitis,Necrotizing fasciitis
ICD_3229,9,0,0,Meningitis NOS,"Meningitis, unspecified"
ICD_77181,9,2,2,NB septicemia [sepsis],Septicemia [sepsis] of newborn
ICD_E9358,9,0,0,Adv eff analgesics NEC,Other specified analgesics and antipyretics causing adverse effects in therapeutic use
ICD_5848,9,1,1,Acute kidney failure NEC,Acute kidney failure with other specified pathological lesion in kidney
ICD_7876,9,1,2,,
ICD_04110,9,0,0,Staphylococcus unspcfied,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified"
ICD_8054,9,0,0,Fx lumbar vertebra-close,Closed fracture of lumbar vertebra without mention of spinal cord injury
ICD_4232,9,1,1,Constrictiv pericarditis,Constrictive pericarditis
ICD_7102,9,6,11,Sicca syndrome,Sicca syndrome
ICD_56982,9,1,1,Ulceration of intestine,Ulceration of intestine
ICD_4408,9,2,2,Atherosclerosis NEC,Atherosclerosis of other specified arteries
ICD_42841,9,0,0,Ac syst/diastol hrt fail,Acute combined systolic and diastolic heart failure
ICD_4440,9,1,1,,
ICD_3240,9,4,4,Intracranial abscess,Intracranial abscess
ICD_53784,9,2,2,"Dieulafoy les,stom&duod",Dieulafoy lesion (hemorrhagic) of stomach and duodenum
ICD_0382,9,2,2,Pneumococcal septicemia,Pneumococcal septicemia [Streptococcus pneumoniae septicemia]
ICD_2270,9,3,3,Benign neoplasm adrenal,Benign neoplasm of adrenal gland
ICD_2750,9,5,6,,
ICD_2900,9,3,3,Senile dementia uncomp,"Senile dementia, uncomplicated"
ICD_138,9,6,8,Late effect acute polio,Late effects of acute poliomyelitis
ICD_1888,9,2,2,Malig neo bladder NEC,Malignant neoplasm of other specified sites of bladder
ICD_7820,9,0,0,Skin sensation disturb,Disturbance of skin sensation
ICD_7231,9,0,0,Cervicalgia,Cervicalgia
ICD_99593,9,0,0,SIRS-noninf w/o ac or ds,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction
ICD_96509,9,1,1,Poisoning-opiates NEC,Poisoning by other opiates and related narcotics
ICD_9998,9,0,0,,
ICD_7230,8,2,2,Cervical spinal stenosis,Spinal stenosis in cervical region
ICD_4417,8,1,1,Thracabd anurysm wo rupt,"Thoracoabdominal aneurysm, without mention of rupture"
ICD_71535,8,4,6,Loc osteoarth NOS-pelvis,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh"
ICD_99679,8,0,0,Comp-int prost devic NEC,"Other complications due to other internal prosthetic device, implant, and graft"
ICD_44102,8,1,1,Dsct of abdominal aorta,"Dissection of aorta, abdominal"
ICD_34292,8,0,0,Unsp hmiplga nondmnt sde,"Hemiplegia, unspecified, affecting nondominant side"
ICD_E9378,8,0,0,Adv eff sedat/hypnot NEC,Other sedatives and hypnotics causing adverse effects in therapeutic use
ICD_4259,8,3,5,Second cardiomyopath NOS,"Secondary cardiomyopathy, unspecified"
ICD_8208,8,0,0,Fx neck of femur NOS-cl,Closed fracture of unspecified part of neck of femur
ICD_V1002,8,4,4,Hx-oral/pharynx malg NEC,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
ICD_34291,8,0,0,Unsp hemiplga domnt side,"Hemiplegia, unspecified, affecting dominant side"
ICD_5305,8,2,7,Dyskinesia of esophagus,Dyskinesia of esophagus
ICD_1960,8,1,1,Mal neo lymph-head/neck,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
ICD_1748,8,3,3,Malign neopl breast NEC,Malignant neoplasm of other specified sites of female breast
ICD_9351,8,2,2,Foreign body esophagus,Foreign body in esophagus
ICD_7845,8,0,0,,
ICD_E8532,8,2,2,Acc poisn-benzdiaz tranq,Accidental poisoning by benzodiazepine-based tranquilizers
ICD_41081,8,0,0,"AMI NEC, initial","Acute myocardial infarction of other specified sites, initial episode of care"
ICD_7454,8,5,6,Ventricular sept defect,Ventricular septal defect
ICD_1963,8,3,3,Mal neo lymph-axilla/arm,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
ICD_7783,8,1,1,NB hypothermia NEC,Other hypothermia of newborn
ICD_76525,8,8,8,29-30 comp wks gestation,29-30 completed weeks of gestation
ICD_8730,8,0,0,Open wound of scalp,"Open wound of scalp, without mention of complication"
ICD_86803,8,1,1,Peritoneum injury-closed,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
ICD_53100,8,1,1,Ac stomach ulcer w hem,"Acute gastric ulcer with hemorrhage, without mention of obstruction"
ICD_76515,8,8,8,Preterm NEC 1250-1499g,"Other preterm infants, 1,250-1,499 grams"
ICD_3540,8,2,2,Carpal tunnel syndrome,Carpal tunnel syndrome
ICD_45184,8,0,0,Phlbts vn NOS up extrm,"Phlebitis and thrombophlebitis of upper extremities, unspecified"
ICD_99881,7,0,0,Emphysema rsult frm proc,Emphysema (subcutaneous) (surgical) resulting from procedure
ICD_7530,7,4,4,Renal agenesis,Renal agenesis and dysgenesis
ICD_74781,7,2,3,Cerebrovascular anomaly,Anomalies of cerebrovascular system
ICD_86121,7,1,1,Lung contusion-closed,Contusion of lung without mention of open wound into thorax
ICD_2189,7,1,1,Uterine leiomyoma NOS,"Leiomyoma of uterus, unspecified"
ICD_4299,7,1,1,Heart disease NOS,"Heart disease, unspecified"
ICD_4295,7,0,0,Chordae tendinae rupture,Rupture of chordae tendineae
ICD_1622,7,0,0,Malig neo main bronchus,Malignant neoplasm of main bronchus
ICD_7775,7,7,7,,
ICD_4413,7,2,2,Rupt abd aortic aneurysm,"Abdominal aneurysm, ruptured"
ICD_85226,7,0,0,Subdural hemorr-coma NOS,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
ICD_80701,7,0,0,Fracture one rib-closed,Closed fracture of one rib
ICD_E9288,7,0,0,Accident NEC,Other accidents
ICD_5779,7,0,0,Pancreatic disease NOS,Unspecified disease of pancreas
ICD_7955,7,0,0,,
ICD_9916,7,1,1,Hypothermia,Hypothermia
ICD_76517,7,6,6,Preterm NEC 1750-1999g,"Other preterm infants, 1,750-1,999 grams"
ICD_7852,7,0,0,Cardiac murmurs NEC,Undiagnosed cardiac murmurs
ICD_1510,7,3,4,Mal neo stomach cardia,Malignant neoplasm of cardia
ICD_76528,7,7,7,35-36 comp wks gestation,35-36 completed weeks of gestation
ICD_7861,7,0,0,Stridor,Stridor
ICD_76514,7,6,6,Preterm NEC 1000-1249g,"Other preterm infants, 1,000-1,249 grams"
ICD_76524,7,4,4,27-28 comp wks gestation,27-28 completed weeks of gestation
ICD_E8881,7,0,0,Fall striking object NEC,Fall resulting in striking against other object
ICD_3941,7,0,0,Rheumatic mitral insuff,Rheumatic mitral insufficiency
ICD_76526,7,6,6,31-32 comp wks gestation,31-32 completed weeks of gestation
ICD_80502,7,3,3,Fx c2 vertebra-closed,Closed fracture of second cervical vertebra
ICD_920,7,0,0,Contusion face/scalp/nck,"Contusion of face, scalp, and neck except eye(s)"
ICD_30300,7,0,0,Ac alcohol intox-unspec,"Acute alcoholic intoxication in alcoholism, unspecified"
ICD_E8849,7,1,1,Fall-1 level to oth NEC,Other accidental fall from one level to another
ICD_E8502,7,1,1,Acc poison-opiates NEC,Accidental poisoning by other opiates and related narcotics
ICD_3942,7,2,2,Mitral stenosis w insuff,Mitral stenosis with insufficiency
ICD_7842,7,0,0,Swelling in head & neck,"Swelling, mass, or lump in head and neck"
ICD_41001,7,0,0,"AMI anterolateral, init","Acute myocardial infarction of anterolateral wall, initial episode of care"
ICD_3960,7,0,0,Mitral/aortic stenosis,Mitral valve stenosis and aortic valve stenosis
ICD_3480,6,1,1,Cerebral cysts,Cerebral cysts
ICD_4553,6,1,1,Ext hemorrhoid w/o compl,External hemorrhoids without mention of complication
ICD_3682,6,1,1,Diplopia,Diplopia
ICD_30540,6,0,0,"Sed,hyp,anxiolytc ab-NOS","Sedative, hypnotic or anxiolytic abuse, unspecified"
ICD_4465,6,2,2,Giant cell arteritis,Giant cell arteritis
ICD_77089,6,1,1,Resp prob after brth NEC,Other respiratory problems after birth
ICD_4871,6,0,0,Flu w resp manifest NEC,Influenza with other respiratory manifestations
ICD_87343,6,0,0,Open wound of lip,"Open wound of lip, without mention of complication"
ICD_6824,6,0,0,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb"
ICD_87342,6,0,0,Open wound of forehead,"Open wound of forehead, without mention of complication"
ICD_43401,6,0,0,Crbl thrmbs w infrct,Cerebral thrombosis with cerebral infarction
ICD_E8888,6,0,0,Fall NEC,Other fall
ICD_V4561,6,2,3,Cataract extract status,Cataract extraction status
ICD_4379,6,0,0,Cerebrovasc disease NOS,Unspecified cerebrovascular disease
ICD_76523,6,5,5,25-26 comp wks gestation,25-26 completed weeks of gestation
ICD_9693,6,1,1,Poison-antipsychotic NEC,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
ICD_1830,6,2,2,Malign neopl ovary,Malignant neoplasm of ovary
ICD_78951,6,2,2,Malignant ascites,Malignant ascites
ICD_8024,6,2,2,Fx malar/maxillary-close,Closed fracture of malar and maxillary bones
ICD_3361,6,0,0,Vascular myelopathies,Vascular myelopathies
ICD_78093,6,1,1,Memory loss,Memory loss
ICD_4822,6,0,0,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae]
ICD_34200,6,0,0,Flccd hmiplga unspf side,Flaccid hemiplegia and hemiparesis affecting unspecified side
ICD_72252,6,1,1,Lumb/lumbosac disc degen,Degeneration of lumbar or lumbosacral intervertebral disc
ICD_76516,6,6,7,Preterm NEC 1500-1749g,"Other preterm infants, 1,500-1,749 grams"
ICD_8026,6,2,2,Fx orbital floor-closed,Closed fracture of orbital floor (blow-out)
ICD_85200,6,1,1,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
ICD_E8842,5,0,0,Fall from chair,Accidental fall from chair
ICD_85222,5,1,1,Subdural hem-brief coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
ICD_4293,5,0,0,Cardiomegaly,Cardiomegaly
ICD_1749,5,2,2,Malign neopl breast NOS,"Malignant neoplasm of breast (female), unspecified"
ICD_7813,5,1,1,Lack of coordination,Lack of coordination
ICD_76503,5,4,4,Extreme immatur 750-999g,"Extreme immaturity, 750-999 grams"
ICD_E8147,5,2,2,Mv coll w pedest-pedest,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
ICD_85301,5,0,0,Brain hem NEC w/o coma,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
ICD_80702,5,0,0,Fracture two ribs-closed,Closed fracture of two ribs
ICD_4619,5,0,0,Acute sinusitis NOS,"Acute sinusitis, unspecified"
ICD_49120,5,0,0,Obst chr bronc w/o exac,Obstructive chronic bronchitis without exacerbation
ICD_37272,5,0,0,Conjunctival hemorrhage,Conjunctival hemorrhage
ICD_3313,5,0,0,Communicat hydrocephalus,Communicating hydrocephalus
ICD_85206,5,0,0,Subarach hem-coma NOS,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
ICD_80704,5,0,0,Fracture four ribs-close,Closed fracture of four ribs
ICD_82009,5,0,0,Fx femur intrcaps NEC-cl,Other closed transcervical fracture of neck of femur
ICD_56941,5,0,0,Rectal & anal ulcer,Ulcer of anus and rectum
ICD_3501,5,3,4,Trigeminal neuralgia,Trigeminal neuralgia
ICD_6000,5,3,3,,
ICD_42983,5,1,1,Takotsubo syndrome,Takotsubo syndrome
ICD_81000,5,2,2,Fx clavicle NOS-closed,"Closed fracture of clavicle, unspecified part"
ICD_V721,5,2,2,,
ICD_80705,5,1,1,Fracture five ribs-close,Closed fracture of five ribs
ICD_29630,5,2,2,Recurr depr psychos-unsp,"Major depressive affective disorder, recurrent episode, unspecified"
ICD_43331,5,0,0,Ocl mlt bi art w infrct,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction
ICD_42091,5,0,0,Ac idiopath pericarditis,Acute idiopathic pericarditis
ICD_6910,4,0,0,Diaper or napkin rash,Diaper or napkin rash
ICD_75329,4,0,0,Obst def ren plv&urt NEC,Other obstructive defects of renal pelvis and ureter
ICD_5225,4,1,1,Periapical abscess,Periapical abscess without sinus
ICD_80507,4,1,1,Fx c7 vertebra-closed,Closed fracture of seventh cervical vertebra
ICD_80501,4,0,0,Fx c1 vertebra-closed,Closed fracture of first cervical vertebra
ICD_57491,4,0,0,Gall&bil cal w/o ch w ob,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction"
ICD_80505,4,0,0,Fx c5 vertebra-closed,Closed fracture of fifth cervical vertebra
ICD_82300,4,0,0,Fx upper end tibia-close,Closed fracture of upper end of tibia alone
ICD_80121,4,0,0,Cl skul base fx w/o coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
ICD_E9600,4,0,0,Unarmed fight or brawl,Unarmed fight or brawl
ICD_5181,4,0,0,Interstitial emphysema,Interstitial emphysema
ICD_8028,4,0,0,Fx facial bone NEC-close,Closed fracture of other facial bones
ICD_41021,4,0,0,"AMI inferolateral, init","Acute myocardial infarction of inferolateral wall, initial episode of care"
ICD_E8150,4,0,0,Mv coll w oth obj-driver,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
ICD_85202,4,0,0,Subarach hem-brief coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
ICD_2873,4,2,2,,
ICD_9690,4,2,2,,
ICD_82022,4,0,0,Subtrochanteric fx-close,Closed fracture of subtrochanteric section of neck of femur
ICD_7473,4,0,0,,
ICD_74602,4,0,0,Cong pulmon valve stenos,"Stenosis of pulmonary valve, congenital"
ICD_85181,4,1,1,Brain lacer NEC w/o coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"
ICD_47829,4,1,1,Disease of pharynx NEC,"Other diseases of pharynx, not elsewhere classified"
ICD_9100,4,0,0,Abrasion head,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
ICD_7706,3,1,1,NB transitory tachypnea,Transitory tachypnea of newborn
ICD_8082,3,0,0,Fracture of pubis-closed,Closed fracture of pubis
ICD_E8261,3,2,2,Ped cycl acc-ped cyclist,Pedal cycle accident injuring pedal cyclist
ICD_41031,3,0,0,"AMI inferopost, initial","Acute myocardial infarction of inferoposterior wall, initial episode of care"
ICD_7716,3,1,1,Neonatal conjunctivitis,Neonatal conjunctivitis and dacryocystitis
ICD_86804,3,0,0,Retroperitoneum inj-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, retroperitoneum"
ICD_76719,3,3,3,Injuries to scalp NEC,Other injuries to scalp
ICD_76502,3,3,3,Extreme immatur 500-749g,"Extreme immaturity, 500-749 grams"
ICD_E8120,3,0,0,Mv collision NOS-driver,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle
ICD_8080,3,0,0,Fracture acetabulum-clos,Closed fracture of acetabulum
ICD_75261,3,1,1,Hypospadias,Hypospadias
ICD_75251,3,2,2,Undescended testis,Undescended testis
ICD_E8160,3,0,0,Loss control mv acc-driv,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle"
ICD_74689,2,1,1,Cong heart anomaly NEC,Other specified congenital anomalies of heart
ICD_E8504,2,0,0,Acc poison-arom analgesc,"Accidental poisoning by aromatic analgesics, not elsewhere classified"
ICD_80122,2,0,0,Cl skul base fx/brf coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
ICD_E8810,2,0,0,Fall from ladder,Accidental fall from ladder
ICD_82101,2,0,0,Fx femur shaft-closed,Closed fracture of shaft of femur
ICD_9587,2,0,0,Traum subcutan emphysema,Traumatic subcutaneous emphysema
ICD_75733,2,1,1,Cong skin pigment anomal,Congenital pigmentary anomalies of skin
ICD_80506,2,0,0,Fx c6 vertebra-closed,Closed fracture of sixth cervical vertebra
ICD_82525,2,0,0,Fx metatarsal-closed,Closed fracture of metatarsal bone(s)
ICD_7761,2,2,2,Neonatal thrombocytopen,Transient neonatal thrombocytopenia
ICD_8604,2,0,0,Traum pneumohemothor-cl,Traumatic pneumohemothorax without mention of open wound into thorax
ICD_77082,2,0,0,Other apnea of newborn,Other apnea of newborn
ICD_9800,2,1,1,Toxic eff ethyl alcohol,Toxic effect of ethyl alcohol
ICD_8248,2,0,0,Fx ankle NOS-closed,"Unspecified fracture of ankle, closed"
ICD_7661,2,1,1,Heavy-for-date infan NEC,"Other ""heavy-for-dates"" infants"
ICD_7708,2,2,2,,
ICD_77211,2,0,0,"NB intraven hem,grade i","Intraventricular hemorrhage, grade I"
ICD_7784,2,0,0,NB temp regulat dis NEC,Other disturbances of temperature regulation of newborn
ICD_80703,2,0,0,Fracture three ribs-clos,Closed fracture of three ribs
ICD_81100,2,0,0,Fx scapula NOS-closed,"Closed fracture of scapula, unspecified part"
ICD_76519,2,2,2,Preterm NEC 2500+g,"Other preterm infants, 2,500 grams and over"
ICD_E8162,2,0,0,Loss control mv-mocycl,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist"
ICD_81342,2,0,0,Fx distal radius NEC-cl,Other closed fractures of distal end of radius (alone)
ICD_86405,2,0,0,Liver lacerat unspcf cls,"Injury to liver without mention of open wound into cavity laceration, unspecified"
ICD_8600,2,0,0,Traum pneumothorax-close,Traumatic pneumothorax without mention of open wound into thorax
ICD_80706,2,0,0,Fracture six ribs-closed,Closed fracture of six ribs
ICD_8602,2,0,0,Traum hemothorax-closed,Traumatic hemothorax without mention of open wound into thorax
ICD_80709,2,0,0,Fx mult ribs NOS-closed,"Closed fracture of multiple ribs, unspecified"
ICD_6202,2,0,0,Ovarian cyst NEC/NOS,Other and unspecified ovarian cyst
ICD_V293,1,0,0,NB obs genetc/metabl cnd,Observation for suspected genetic or metabolic condition
ICD_8056,1,0,0,Fx sacrum/coccyx-closed,Closed fracture of sacrum and coccyx without mention of spinal cord injury
ICD_80708,1,0,0,Fx eight/more rib-closed,Closed fracture of eight or more ribs
ICD_V4588,1,0,0,TPA adm status 24 hr pta,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
ICD_1505,1,0,0,Mal neo lower 3rd esoph,Malignant neoplasm of lower third of esophagus
ICD_E9689,1,1,1,Assault NOS,Assault by unspecified means
ICD_9584,1,0,0,Traumatic shock,Traumatic shock
ICD_7757,1,0,0,Late metab acidosis NB,Late metabolic acidosis of newborn
ICD_E8122,1,0,0,Mv collis NOS-motorcycl,Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist
ICD_V202,1,1,1,Routin child health exam,Routine infant or child health check
ICD_7717,1,0,0,Neonatal candida infect,Neonatal Candida infection
ICD_80126,1,0,0,Cl skul base fx-coma NOS,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
ICD_7424,1,0,0,Brain anomaly NEC,Other specified congenital anomalies of brain
ICD_7702,1,1,1,NB interstit emphysema,Interstitial emphysema and related conditions
ICD_E8121,1,0,0,Mv collision NOS-pasngr,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle
ICD_87363,1,0,0,Broken tooth-uncomplic,"Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication"
ICD_7756,1,1,1,Neonatal hypoglycemia,Neonatal hypoglycemia
ICD_E8495,1,0,0,Accid on street/highway,Street and highway accidents
ICD_7750,1,1,1,Infant diabet mother syn,"Syndrome of ""infant of a diabetic mother"""
ICD_E8230,1,0,0,Oth coll stndng obj-driv,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
ICD_7786,1,0,0,Congenital hydrocele,Congenital hydrocele
ICD_8074,1,0,0,Flail chest,Flail chest
ICD_87344,1,0,0,Open wound of jaw,"Open wound of jaw, without mention of complication"
